1.697771842466192505e+00,1.703732110365783425e+00,8.480605659605446878e-01
2.223740481762199739e+00,1.757778148701133913e+00,1.149441624082802926e+00
2.403425401559721841e+00,1.993294734904166532e+00,1.053476702893721084e+00
2.787475730377451999e+00,2.099602564773610958e+00,1.415026076631062280e+00
3.009450508686439374e+00,1.900299667634785861e+00,1.080536309803182382e+00
3.451415658637193129e+00,1.951131326225185258e+00,1.537052099084286416e+00
3.862031054434258870e+00,1.968274025932890359e+00,1.512164107113989742e+00
3.983171806715033014e+00,1.797911243423779171e+00,1.338829705786972468e+00
4.289112082477998911e+00,1.886319914173889778e+00,1.185456243443417268e+00
4.561781656020608366e+00,1.696076508385804926e+00,1.029326506862233259e+00
4.860957980941171819e+00,2.027235619906603947e+00,1.390280454683182398e+00
5.227454038999738373e+00,1.880952466827050307e+00,1.393269233787187478e+00
5.466881422913535182e+00,1.898553407656218495e+00,1.119178905037533367e+00
5.977869921646986384e+00,1.802368802476498111e+00,1.564306324152363148e+00
6.117724868325330689e+00,1.852880143217625841e+00,1.379071941560791492e+00
6.521097558909278114e+00,1.755143390196274744e+00,1.537247471173472491e+00
6.549495608084993314e+00,1.938470939652203962e+00,1.112989954395857684e+00
6.978565071218401528e+00,1.871383807150470258e+00,1.293628034711530983e+00
7.183502940061363695e+00,1.788288441525292871e+00,9.651280027605595446e-01
7.374183301563155268e+00,1.850621198748258589e+00,1.065308440174118632e+00
7.879342235277730921e+00,1.945972600057446211e+00,1.284427712001343425e+00
7.873512052587728682e+00,2.140125990932341349e+00,1.563054625839300327e+00
7.953779565865314538e+00,2.425255998173669880e+00,1.347460287706188087e+00
7.956660338901272667e+00,2.668196724699992473e+00,1.547556161731042046e+00
7.894094977838506111e+00,2.938408857909811989e+00,1.301995805075505164e+00
7.923980120591702203e+00,3.143047699661112304e+00,1.309369187953092650e+00
7.881824044211978908e+00,3.524417954537535369e+00,1.466046187396803369e+00
7.873720110887153290e+00,3.908168863899904810e+00,1.368952144730415599e+00
7.930169653976525623e+00,4.163193264888079170e+00,1.716979418119788159e+00
7.665105037118113529e+00,4.559410495834526955e+00,1.132533736061939633e+00
7.787514373413790381e+00,4.912806842795315099e+00,1.183363659358940723e+00
7.703199095321857648e+00,5.161897784777379705e+00,9.080654555737389666e-01
7.831747140081703584e+00,5.443066153432718046e+00,1.370072001821868835e+00
7.829443864547868337e+00,5.655803356078370037e+00,1.301657072216287458e+00
7.909154527722242811e+00,6.026599112005740722e+00,1.681426795070229518e+00
7.606170024952064956e+00,6.254994893669071132e+00,1.375321301382919748e+00
7.667285382246745939e+00,6.753293675797245932e+00,1.350959646948493686e+00
7.830800431732551914e+00,6.718212557896033665e+00,1.423660390642459195e+00
7.791383362616896235e+00,7.340794283150849253e+00,1.199329403129972382e+00
7.775773584617216017e+00,7.358940302119123977e+00,1.384793755970354701e+00
